GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,SX1E001,NAME_M,SX1M001
"G1600830","2013",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,"Twin Falls County, Idaho",20196,"Twin Falls County, Idaho",1501
"G1700010","2013",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,"Adams County, Illinois",22323,"Adams County, Illinois",1438
"G1700190","2013",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,"Champaign County, Illinois",25386,"Champaign County, Illinois",1144
"G1700310","2013",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,"Cook County, Illinois",30277,"Cook County, Illinois",417
"G1700370","2013",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,"DeKalb County, Illinois",23277,"DeKalb County, Illinois",970
"G1700430","2013",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,"DuPage County, Illinois",38859,"DuPage County, Illinois",972
"G1700890","2013",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,"Kane County, Illinois",31206,"Kane County, Illinois",1350
"G1700910","2013",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,"Kankakee County, Illinois",23838,"Kankakee County, Illinois",1933
"G1700930","2013",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,"Kendall County, Illinois",28438,"Kendall County, Illinois",2112
"G1700970","2013",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,"Lake County, Illinois",38172,"Lake County, Illinois",1037
"G1700990","2013",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,"LaSalle County, Illinois",25568,"LaSalle County, Illinois",1471
"G1701110","2013",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,"McHenry County, Illinois",32376,"McHenry County, Illinois",1084
"G1701130","2013",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,"McLean County, Illinois",30651,"McLean County, Illinois",1444
"G1701150","2013",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,"Macon County, Illinois",26148,"Macon County, Illinois",1665
"G1701190","2013",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,"Madison County, Illinois",28592,"Madison County, Illinois",1820
"G1701430","2013",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,"Peoria County, Illinois",26956,"Peoria County, Illinois",1337
"G1701610","2013",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,"Rock Island County, Illinois",26071,"Rock Island County, Illinois",1134
"G1701630","2013",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,"St. Clair County, Illinois",28383,"St. Clair County, Illinois",2481
"G1701670","2013",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,"Sangamon County, Illinois",30970,"Sangamon County, Illinois",1403
"G1701790","2013",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,"Tazewell County, Illinois",29000,"Tazewell County, Illinois",1456
"G1701830","2013",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,"Vermilion County, Illinois",22301,"Vermilion County, Illinois",959
"G1701970","2013",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,"Will County, Illinois",30227,"Will County, Illinois",590
"G1701990","2013",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,"Williamson County, Illinois",23759,"Williamson County, Illinois",1875
"G1702010","2013",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,"Winnebago County, Illinois",24697,"Winnebago County, Illinois",1138
"G1800030","2013",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,"Allen County, Indiana",24332,"Allen County, Indiana",1116
"G1800050","2013",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,"Bartholomew County, Indiana",27383,"Bartholomew County, Indiana",1784
"G1800190","2013",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,"Clark County, Indiana",23301,"Clark County, Indiana",1262
"G1800350","2013",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,"Delaware County, Indiana",20365,"Delaware County, Indiana",1149
"G1800390","2013",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,"Elkhart County, Indiana",20321,"Elkhart County, Indiana",811
"G1800430","2013",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,"Floyd County, Indiana",27638,"Floyd County, Indiana",1817
"G1800530","2013",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,"Grant County, Indiana",19557,"Grant County, Indiana",1166
"G1800570","2013",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,"Hamilton County, Indiana",39724,"Hamilton County, Indiana",1974
"G1800590","2013",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,"Hancock County, Indiana",28263,"Hancock County, Indiana",2804
"G1800630","2013",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,"Hendricks County, Indiana",30176,"Hendricks County, Indiana",1673
"G1800670","2013",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,"Howard County, Indiana",23841,"Howard County, Indiana",1221
"G1800810","2013",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,"Johnson County, Indiana",27368,"Johnson County, Indiana",1582
"G1800850","2013",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,"Kosciusko County, Indiana",25559,"Kosciusko County, Indiana",1977
"G1800890","2013",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,"Lake County, Indiana",24400,"Lake County, Indiana",941
"G1800910","2013",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,"LaPorte County, Indiana",22654,"LaPorte County, Indiana",1229
"G1800950","2013",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,"Madison County, Indiana",21422,"Madison County, Indiana",1387
"G1800970","2013",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,"Marion County, Indiana",24227,"Marion County, Indiana",1088
"G1801050","2013",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,"Monroe County, Indiana",25016,"Monroe County, Indiana",1521
"G1801090","2013",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,"Morgan County, Indiana",25936,"Morgan County, Indiana",2291
"G1801270","2013",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,"Porter County, Indiana",30630,"Porter County, Indiana",2301
"G1801410","2013",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",22850,"St. Joseph County, Indiana",1222
"G1801570","2013",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,"Tippecanoe County, Indiana",23422,"Tippecanoe County, Indiana",2330
"G1801630","2013",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,"Vanderburgh County, Indiana",23402,"Vanderburgh County, Indiana",1590
"G1801670","2013",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,"Vigo County, Indiana",21823,"Vigo County, Indiana",3642
"G1801770","2013",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,"Wayne County, Indiana",19231,"Wayne County, Indiana",1332
"G1900130","2013",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,"Black Hawk County, Iowa",24216,"Black Hawk County, Iowa",1207
"G1900490","2013",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,"Dallas County, Iowa",35781,"Dallas County, Iowa",2097
"G1900610","2013",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,"Dubuque County, Iowa",26640,"Dubuque County, Iowa",1484
"G1901030","2013",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,"Johnson County, Iowa",29704,"Johnson County, Iowa",1703
"G1901130","2013",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,"Linn County, Iowa",29086,"Linn County, Iowa",1108
"G1901530","2013",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,"Polk County, Iowa",31468,"Polk County, Iowa",1224
"G1901550","2013",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,"Pottawattamie County, Iowa",25864,"Pottawattamie County, Iowa",1634
"G1901630","2013",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,"Scott County, Iowa",28925,"Scott County, Iowa",1587
"G1901690","2013",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,"Story County, Iowa",25162,"Story County, Iowa",1523
"G1901930","2013",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,"Woodbury County, Iowa",22762,"Woodbury County, Iowa",1857
"G2000150","2013",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,"Butler County, Kansas",26584,"Butler County, Kansas",2495
"G2000450","2013",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,"Douglas County, Kansas",27745,"Douglas County, Kansas",2140
"G2000910","2013",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,"Johnson County, Kansas",39363,"Johnson County, Kansas",1744
"G2001030","2013",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,"Leavenworth County, Kansas",28060,"Leavenworth County, Kansas",1973
"G2001610","2013",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,"Riley County, Kansas",24492,"Riley County, Kansas",2484
"G2001730","2013",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,"Sedgwick County, Kansas",25470,"Sedgwick County, Kansas",795
"G2001770","2013",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,"Shawnee County, Kansas",25156,"Shawnee County, Kansas",1013
"G2002090","2013",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,"Wyandotte County, Kansas",18160,"Wyandotte County, Kansas",751
"G2100150","2013",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,"Boone County, Kentucky",30457,"Boone County, Kentucky",1748
"G2100290","2013",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",25133,"Bullitt County, Kentucky",1498
"G2100370","2013",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,"Campbell County, Kentucky",27690,"Campbell County, Kentucky",1672
"G2100470","2013",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,"Christian County, Kentucky",23056,"Christian County, Kentucky",3078
"G2100590","2013",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,"Daviess County, Kentucky",24280,"Daviess County, Kentucky",1640
"G2100670","2013",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,"Fayette County, Kentucky",28924,"Fayette County, Kentucky",1229
"G2100930","2013",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,"Hardin County, Kentucky",23975,"Hardin County, Kentucky",1718
"G2101110","2013",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,"Jefferson County, Kentucky",28705,"Jefferson County, Kentucky",1068
"G2101170","2013",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,"Kenton County, Kentucky",27072,"Kenton County, Kentucky",1464
"G2101450","2013",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,"McCracken County, Kentucky",23396,"McCracken County, Kentucky",2418
"G2101510","2013",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,"Madison County, Kentucky",22608,"Madison County, Kentucky",1097
"G2101950","2013",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,"Pike County, Kentucky",19657,"Pike County, Kentucky",1558
"G2102270","2013",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,"Warren County, Kentucky",24243,"Warren County, Kentucky",1328
"G2200050","2013",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,"Ascension Parish, Louisiana",28826,"Ascension Parish, Louisiana",1479
"G2200150","2013",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,"Bossier Parish, Louisiana",27582,"Bossier Parish, Louisiana",1983
"G2200170","2013",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,"Caddo Parish, Louisiana",24152,"Caddo Parish, Louisiana",1476
"G2200190","2013",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,"Calcasieu Parish, Louisiana",24997,"Calcasieu Parish, Louisiana",1555
"G2200330","2013",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,"East Baton Rouge Parish, Louisiana",28971,"East Baton Rouge Parish, Louisiana",1424
"G2200450","2013",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,"Iberia Parish, Louisiana",23776,"Iberia Parish, Louisiana",4615
"G2200510","2013",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,"Jefferson Parish, Louisiana",27481,"Jefferson Parish, Louisiana",1008
"G2200550","2013",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,"Lafayette Parish, Louisiana",29363,"Lafayette Parish, Louisiana",1599
"G2200570","2013",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,"Lafourche Parish, Louisiana",24398,"Lafourche Parish, Louisiana",1366
"G2200630","2013",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,"Livingston Parish, Louisiana",25162,"Livingston Parish, Louisiana",1771
"G2200710","2013",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,"Orleans Parish, Louisiana",26957,"Orleans Parish, Louisiana",1244
"G2200730","2013",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,"Ouachita Parish, Louisiana",21214,"Ouachita Parish, Louisiana",1316
"G2200790","2013",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,"Rapides Parish, Louisiana",22498,"Rapides Parish, Louisiana",1626
"G2200970","2013",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,"St. Landry Parish, Louisiana",19033,"St. Landry Parish, Louisiana",1401
"G2201030","2013",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,"St. Tammany Parish, Louisiana",30822,"St. Tammany Parish, Louisiana",1719
"G2201050","2013",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,"Tangipahoa Parish, Louisiana",21307,"Tangipahoa Parish, Louisiana",1525
"G2201090","2013",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,"Terrebonne Parish, Louisiana",25136,"Terrebonne Parish, Louisiana",2225
"G2300010","2013",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,"Androscoggin County, Maine",23682,"Androscoggin County, Maine",1650
"G2300030","2013",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,"Aroostook County, Maine",21112,"Aroostook County, Maine",1179
"G2300050","2013",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,"Cumberland County, Maine",31754,"Cumberland County, Maine",1151
"G2300110","2013",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,"Kennebec County, Maine",23442,"Kennebec County, Maine",1197
"G2300190","2013",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,"Penobscot County, Maine",24909,"Penobscot County, Maine",1932
"G2300310","2013",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,"York County, Maine",29968,"York County, Maine",1345
"G2400010","2013",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,"Allegany County, Maryland",19950,"Allegany County, Maryland",1048
"G2400030","2013",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,"Anne Arundel County, Maryland",39635,"Anne Arundel County, Maryland",1323
"G2400050","2013",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,"Baltimore County, Maryland",33929,"Baltimore County, Maryland",811
"G2400090","2013",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,"Calvert County, Maryland",36973,"Calvert County, Maryland",2173
"G2400130","2013",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,"Carroll County, Maryland",36603,"Carroll County, Maryland",1282
"G2400150","2013",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,"Cecil County, Maryland",31871,"Cecil County, Maryland",1937
"G2400170","2013",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,"Charles County, Maryland",35887,"Charles County, Maryland",1544
"G2400210","2013",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,"Frederick County, Maryland",37575,"Frederick County, Maryland",1217
"G2400250","2013",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,"Harford County, Maryland",34799,"Harford County, Maryland",920
"G2400270","2013",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,"Howard County, Maryland",47396,"Howard County, Maryland",1578
"G2400310","2013",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,"Montgomery County, Maryland",48731,"Montgomery County, Maryland",1001
"G2400330","2013",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,"Prince George's County, Maryland",31806,"Prince George's County, Maryland",472
"G2400370","2013",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,"St. Mary's County, Maryland",33592,"St. Mary's County, Maryland",2238
"G2400430","2013",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,"Washington County, Maryland",26624,"Washington County, Maryland",1221
"G2400450","2013",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,"Wicomico County, Maryland",26664,"Wicomico County, Maryland",3234
"G2405100","2013",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,"Baltimore city, Maryland",26159,"Baltimore city, Maryland",887
"G2500010","2013",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,"Barnstable County, Massachusetts",36160,"Barnstable County, Massachusetts",1789
"G2500030","2013",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,"Berkshire County, Massachusetts",30917,"Berkshire County, Massachusetts",1926
"G2500050","2013",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,"Bristol County, Massachusetts",28189,"Bristol County, Massachusetts",679
"G2500090","2013",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,"Essex County, Massachusetts",33765,"Essex County, Massachusetts",739
"G2500110","2013",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,"Franklin County, Massachusetts",30230,"Franklin County, Massachusetts",1759
"G2500130","2013",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,"Hampden County, Massachusetts",26025,"Hampden County, Massachusetts",908
"G2500150","2013",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,"Hampshire County, Massachusetts",30493,"Hampshire County, Massachusetts",1858
"G2500170","2013",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,"Middlesex County, Massachusetts",43944,"Middlesex County, Massachusetts",791
"G2500210","2013",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,"Norfolk County, Massachusetts",45071,"Norfolk County, Massachusetts",1345
"G2500230","2013",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,"Plymouth County, Massachusetts",35306,"Plymouth County, Massachusetts",1076
"G2500250","2013",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,"Suffolk County, Massachusetts",33149,"Suffolk County, Massachusetts",921
"G2500270","2013",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,"Worcester County, Massachusetts",30741,"Worcester County, Massachusetts",606
"G2600050","2013",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,"Allegan County, Michigan",25110,"Allegan County, Michigan",1576
"G2600170","2013",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,"Bay County, Michigan",23157,"Bay County, Michigan",1707
"G2600210","2013",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,"Berrien County, Michigan",24005,"Berrien County, Michigan",997
"G2600250","2013",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,"Calhoun County, Michigan",23468,"Calhoun County, Michigan",1588
"G2600370","2013",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,"Clinton County, Michigan",28947,"Clinton County, Michigan",1704
"G2600450","2013",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,"Eaton County, Michigan",26782,"Eaton County, Michigan",1140
"G2600490","2013",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,"Genesee County, Michigan",22445,"Genesee County, Michigan",686
"G2600550","2013",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,"Grand Traverse County, Michigan",25138,"Grand Traverse County, Michigan",2270
"G2600650","2013",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,"Ingham County, Michigan",25251,"Ingham County, Michigan",1079
"G2600730","2013",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,"Isabella County, Michigan",18411,"Isabella County, Michigan",1175
"G2600750","2013",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,"Jackson County, Michigan",22339,"Jackson County, Michigan",984
"G2600770","2013",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,"Kalamazoo County, Michigan",25356,"Kalamazoo County, Michigan",1095
"G2600810","2013",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,"Kent County, Michigan",26244,"Kent County, Michigan",701
"G2600870","2013",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,"Lapeer County, Michigan",24942,"Lapeer County, Michigan",1250
"G2600910","2013",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,"Lenawee County, Michigan",22269,"Lenawee County, Michigan",1133
"G2600930","2013",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,"Livingston County, Michigan",32078,"Livingston County, Michigan",1283
"G2600990","2013",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,"Macomb County, Michigan",27035,"Macomb County, Michigan",862
"G2601030","2013",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,"Marquette County, Michigan",24529,"Marquette County, Michigan",2084
"G2601110","2013",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,"Midland County, Michigan",28588,"Midland County, Michigan",2237
"G2601150","2013",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,"Monroe County, Michigan",26825,"Monroe County, Michigan",1643
"G2601210","2013",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,"Muskegon County, Michigan",20246,"Muskegon County, Michigan",825
"G2601250","2013",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,"Oakland County, Michigan",36874,"Oakland County, Michigan",647
"G2601390","2013",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,"Ottawa County, Michigan",26078,"Ottawa County, Michigan",1118
"G2601450","2013",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,"Saginaw County, Michigan",23077,"Saginaw County, Michigan",1209
"G2601470","2013",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,"St. Clair County, Michigan",24604,"St. Clair County, Michigan",1001
"G2601550","2013",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,"Shiawassee County, Michigan",20857,"Shiawassee County, Michigan",1240
"G2601590","2013",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,"Van Buren County, Michigan",22414,"Van Buren County, Michigan",1572
"G2601610","2013",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,"Washtenaw County, Michigan",33801,"Washtenaw County, Michigan",1002
"G2601630","2013",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,"Wayne County, Michigan",22538,"Wayne County, Michigan",369
"G2700030","2013",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,"Anoka County, Minnesota",30507,"Anoka County, Minnesota",824
"G2700130","2013",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,"Blue Earth County, Minnesota",27261,"Blue Earth County, Minnesota",2131
"G2700190","2013",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,"Carver County, Minnesota",39632,"Carver County, Minnesota",3421
"G2700370","2013",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,"Dakota County, Minnesota",35376,"Dakota County, Minnesota",960
"G2700530","2013",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,"Hennepin County, Minnesota",37470,"Hennepin County, Minnesota",983
"G2701090","2013",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,"Olmsted County, Minnesota",35714,"Olmsted County, Minnesota",1539
"G2701230","2013",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,"Ramsey County, Minnesota",29864,"Ramsey County, Minnesota",779
"G2701310","2013",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,"Rice County, Minnesota",26143,"Rice County, Minnesota",1873
"G2701370","2013",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,"St. Louis County, Minnesota",26122,"St. Louis County, Minnesota",903
"G2701390","2013",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,"Scott County, Minnesota",34552,"Scott County, Minnesota",1644
"G2701410","2013",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,"Sherburne County, Minnesota",28935,"Sherburne County, Minnesota",1640
"G2701450","2013",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,"Stearns County, Minnesota",27806,"Stearns County, Minnesota",1233
"G2701630","2013",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,"Washington County, Minnesota",36390,"Washington County, Minnesota",1297
"G2701710","2013",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,"Wright County, Minnesota",29250,"Wright County, Minnesota",1374
"G2800330","2013",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,"DeSoto County, Mississippi",25091,"DeSoto County, Mississippi",1033
"G2800350","2013",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,"Forrest County, Mississippi",18830,"Forrest County, Mississippi",1821
"G2800470","2013",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,"Harrison County, Mississippi",20996,"Harrison County, Mississippi",942
"G2800490","2013",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,"Hinds County, Mississippi",19315,"Hinds County, Mississippi",1003
"G2800590","2013",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,"Jackson County, Mississippi",21584,"Jackson County, Mississippi",1068
"G2800670","2013",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,"Jones County, Mississippi",17262,"Jones County, Mississippi",1435
"G2800750","2013",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,"Lauderdale County, Mississippi",21835,"Lauderdale County, Mississippi",2317
"G2800810","2013",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,"Lee County, Mississippi",21416,"Lee County, Mississippi",1640
